stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"de:09462:22260:0:1","Bayreuth Th.-Schmidt-Str. II","49.96659678","11.60243360","",""
"de:09462:22260:0:2","Bayreuth Th.-Schmidt-Str. II","49.96651011","11.60246055","",""
"de:09462:22261:0:1","Bayreuth Uni-Verwaltung","49.92676225","11.58740478","",""
"de:09462:22261:0:2","Bayreuth Uni-Verwaltung","49.92682008","11.58700054","",""
"de:09462:22261:0:3","Bayreuth Uni-Verwaltung","49.92677960","11.58613816","",""
"de:09462:22262:0:1","Bayreuth Universitätsstraße","49.92897711","11.59068363","",""
"de:09462:22262:0:2","Bayreuth Universitätsstraße","49.93057891","11.59084533","",""
"de:09462:22263:0:3","Bayreuth Unteres Tor","49.94413718","11.56931271","",""
"de:09462:22266:0:1","Bayreuth Volksfestplatz","49.94518353","11.59201314","","Parentde:09462:22266"
"de:09462:22266:0:2","Bayreuth Volksfestplatz","49.94544944","11.59190534","","Parentde:09462:22266"
"de:09462:22268:0:1","Bayreuth Wahnfried","49.94161084","11.58323660","",""
"de:09462:22268:0:2","Bayreuth Wahnfried","49.94173224","11.58291321","",""
"de:09462:22271:0:1","Bayreuth Weiherstr. I","49.96208374","11.59947814","",""
"de:09462:22271:0:2","Bayreuth Weiherstr. I","49.96190460","11.59919966","",""
"de:09462:22272:0:1","Bayreuth Weiherstr. II/Kaufl.","49.96475348","11.60041239","",""
"de:09462:22272:0:2","Bayreuth Weiherstr. II/Kaufl.","49.96481126","11.60025967","",""
"de:09462:22273:0:1","Bayreuth Wilhelm-Pitz-Str.","49.95357658","11.58350609","",""
"de:09462:22273:0:2","Bayreuth Wilhelm-Pitz-Str.","49.95366327","11.58320067","",""
"de:09462:22274:0:1","Bayreuth Wilhelminenaue","49.95079062","11.60603584","",""
"de:09462:22274:0:2","Bayreuth Wilhelminenaue","49.95095246","11.60606279","",""
"de:09462:22275:0:1","Bayreuth Wieland-Wagner-Str.","49.94029269","11.59025244","",""
"de:09462:22275:0:2","Bayreuth Wieland-Wagner-Str.","49.94026956","11.59089923","",""
"de:09462:22275:0:3","Bayreuth Wieland-Wagner-Str.","49.94009034","11.59090821","",""
"de:09462:22277:0:1","Bayreuth Wittelsbacherring","49.94166865","11.57083985","",""
"de:09462:22277:0:2","Bayreuth Wittelsbacherring","49.94229880","11.57087578","",""
"de:09462:22281:0:3","Bayreuth Wörthstr.","49.93508912","11.55169675","",""
"de:09462:22300:0:A","Bayreuth ZOH","49.94620094","11.57391209","","Parentde:09462:22300"
"de:09462:22300:0:An","Bayreuth ZOH","49.94595237","11.57272631","","Parentde:09462:22300"
"de:09462:22300:0:B","Bayreuth ZOH","49.94617782","11.57404683","","Parentde:09462:22300"
"de:09462:22300:0:C","Bayreuth ZOH","49.94603330","11.57405582","","Parentde:09462:22300"
"de:09462:22300:0:D","Bayreuth ZOH","49.94598706","11.57392107","","Parentde:09462:22300"
"de:09462:22300:0:E","Bayreuth ZOH","49.94605643","11.57374141","","Parentde:09462:22300"
"de:09462:22300:0:F","Bayreuth ZOH","49.94614892","11.57375937","","Parentde:09462:22300"
"de:09462:22300:0:H","Bayreuth ZOH","49.94601018","11.57308564","","Parentde:09462:22300"
"de:09462:22300:0:J","Bayreuth ZOH","49.94600440","11.57331920","","Parentde:09462:22300"
"de:09462:22300:0:K","Bayreuth ZOH","49.94594081","11.57364259","","Parentde:09462:22300"
"de:09462:22300:0:L","Bayreuth ZOH","49.94585988","11.57389412","","Parentde:09462:22300"
"de:09462:22300:0:M","Bayreuth ZOH","49.94592925","11.57436124","","Parentde:09462:22300"
"de:09462:22300:0:N","Bayreuth ZOH","49.94587144","11.57452294","","Parentde:09462:22300"
"de:09462:22300:0:P","Bayreuth ZOH","49.94601596","11.57446006","","Parentde:09462:22300"
"de:09462:22300:0:R I","Bayreuth ZOH","49.94635702","11.57357073","","Parentde:09462:22300"
